,bbx_idx,frame_idx,detect,class,x,y,w,h,conf
53,1,26,True,Sugar bag,0.22374999523162842,0.6506944298744202,0.37416666746139526,0.5902777910232544,0.9445761442184448
54,0,27,True,Flour bag,0.79708331823349,0.7152777910232544,0.36916667222976685,0.49444442987442017,0.9422479271888733
55,1,27,True,Sugar bag,0.22166666388511658,0.6576389074325562,0.37833333015441895,0.5874999761581421,0.9531642198562622
56,0,28,True,Flour bag,0.7941666841506958,0.7173610925674438,0.37166666984558105,0.4930555522441864,0.9442837238311768
57,1,28,True,Sugar bag,0.22041666507720947,0.6618055701255798,0.3791666626930237,0.5902777910232544,0.9550485014915466
58,0,29,True,Flour bag,0.7925000190734863,0.7131944298744202,0.3733333349227905,0.48750001192092896,0.9459942579269409
59,1,29,True,Sugar bag,0.21833333373069763,0.6659722328186035,0.37833333015441895,0.5874999761581421,0.9560415148735046
60,0,30,True,Flour bag,0.7829166650772095,0.7041666507720947,0.3791666626930237,0.4972222149372101,0.9361962676048279
61,1,30,True,Sugar bag,0.21791666746139526,0.668749988079071,0.3774999976158142,0.5874999761581421,0.9563584327697754
62,0,31,True,Flour bag,0.777916669845581,0.6875,0.3608333468437195,0.5027777552604675,0.9355771541595459
63,1,31,True,Sugar bag,0.21833333373069763,0.668749988079071,0.37833333015441895,0.5874999761581421,0.9558756351470947
64,0,32,True,Flour bag,0.7749999761581421,0.6736111044883728,0.36000001430511475,0.5083333253860474,0.928438663482666
65,1,32,True,Sugar bag,0.21958333253860474,0.668055534362793,0.38083332777023315,0.5888888835906982,0.9547659158706665
66,0,33,True,Flour bag,0.7695833444595337,0.6576389074325562,0.35749998688697815,0.5152778029441833,0.9247567653656006
67,1,33,True,Sugar bag,0.22041666507720947,0.6638888716697693,0.3791666626930237,0.5916666388511658,0.954124391078949
68,0,34,True,Flour bag,0.7662500143051147,0.6333333253860474,0.3541666567325592,0.49444442987442017,0.7872763276100159
69,1,34,True,Sugar bag,0.22208333015441895,0.6604166626930237,0.38083332777023315,0.5930555462837219,0.9535031914710999
70,0,35,True,Flour bag,0.768750011920929,0.5958333611488342,0.3474999964237213,0.46666666865348816,0.9159841537475586
71,1,35,True,Sugar bag,0.22458332777023315,0.65625,0.37583333253860474,0.5930555462837219,0.9493077993392944
72,0,36,True,Flour bag,0.7670833468437195,0.5645833611488342,0.3474999964237213,0.44305557012557983,0.9227420091629028
73,1,36,True,Sugar bag,0.22583332657814026,0.6506944298744202,0.3733333349227905,0.5958333611488342,0.9418529272079468
74,0,37,True,Sugar bag,0.22875000536441803,0.644444465637207,0.37416666746139526,0.5972222089767456,0.9091873168945312
75,1,37,True,Flour bag,0.7724999785423279,0.53125,0.3283333480358124,0.4652777910232544,0.923377513885498
76,0,38,True,Sugar bag,0.2304166704416275,0.6402778029441833,0.37583333253860474,0.5972222089767456,0.8755120635032654
77,1,38,True,Flour bag,0.7666666507720947,0.511805534362793,0.3466666638851166,0.4652777910232544,0.8850831389427185
78,0,39,True,Sugar bag,0.23541666567325592,0.6347222328186035,0.3774999976158142,0.6000000238418579,0.8245925903320312
79,1,39,True,Flour bag,0.7645833492279053,0.48402777314186096,0.3258333206176758,0.4513888955116272,0.9193379282951355
80,0,40,True,Sugar bag,0.2358333319425583,0.6291666626930237,0.38333332538604736,0.6027777791023254,0.8223473429679871
81,1,40,True,Flour bag,0.7537500262260437,0.45972222089767456,0.33250001072883606,0.4444444477558136,0.9372231364250183
82,0,41,True,Sugar bag,0.23499999940395355,0.625,0.37833333015441895,0.605555534362793,0.8367981910705566
83,1,41,True,Flour bag,0.7483333349227905,0.4340277910232544,0.3216666579246521,0.4486111104488373,0.9297960996627808
84,0,42,True,Sugar bag,0.23416666686534882,0.625,0.3766666650772095,0.6027777791023254,0.8370333909988403
85,1,42,True,Flour bag,0.7379166483879089,0.38333332538604736,0.34416666626930237,0.5,0.9440740942955017
86,0,43,True,Sugar bag,0.23458333313465118,0.6256944537162781,0.37583333253860474,0.6041666865348816,0.8224865794181824
87,1,43,True,Flour bag,0.7333333492279053,0.37986111640930176,0.3383333384990692,0.4791666567325592,0.9470641613006592
88,0,44,True,Sugar bag,0.23416666686534882,0.6270833611488342,0.37833333015441895,0.6013888716697693,0.7947495579719543
89,1,44,True,Flour bag,0.7225000262260437,0.36666667461395264,0.33666667342185974,0.4722222089767456,0.944767415523529
90,0,45,True,Sugar bag,0.23458333313465118,0.6347222328186035,0.3708333373069763,0.5972222089767456,0.8131062388420105
91,1,45,True,Flour bag,0.7124999761581421,0.34930557012557983,0.3383333384990692,0.4902777671813965,0.9402051568031311
92,0,46,True,Sugar bag,0.22958333790302277,0.6388888955116272,0.36916667222976685,0.5944444537162781,0.8765090703964233
93,1,46,True,Flour bag,0.706250011920929,0.3395833373069763,0.34416666626930237,0.4958333373069763,0.9371551871299744
94,0,47,True,Sugar bag,0.22708334028720856,0.6430555582046509,0.36916667222976685,0.5916666388511658,0.920407235622406
95,1,47,True,Flour bag,0.6895833611488342,0.3194444477558136,0.3708333373069763,0.4861111044883728,0.9317610859870911
96,0,48,True,Flour bag,0.6870833039283752,0.29652777314186096,0.3725000023841858,0.5069444179534912,0.9377949237823486
97,1,48,True,Sugar bag,0.2254166603088379,0.6520833373069763,0.3658333420753479,0.5930555462837219,0.9430193305015564
98,0,49,True,Flour bag,0.6808333396911621,0.28611111640930176,0.3733333349227905,0.550000011920929,0.9410110712051392
99,1,49,True,Sugar bag,0.22499999403953552,0.6576389074325562,0.3700000047683716,0.5902777910232544,0.9506402611732483
100,0,50,True,Flour bag,0.67166668176651,0.2847222089767456,0.3816666603088379,0.5388888716697693,0.9401947259902954
101,1,50,True,Sugar bag,0.22083333134651184,0.6631944179534912,0.3733333349227905,0.5847222208976746,0.951769232749939
102,0,51,True,Flour bag,0.6570833325386047,0.2777777910232544,0.38749998807907104,0.5388888716697693,0.9362693428993225
103,1,51,True,Sugar bag,0.21875,0.6652777791023254,0.37416666746139526,0.5861111283302307,0.9534479379653931
104,0,52,True,Flour bag,0.6387500166893005,0.2770833373069763,0.39916667342185974,0.5263888835906982,0.9318071007728577
105,1,52,True,Sugar bag,0.21833333373069763,0.6694444417953491,0.3733333349227905,0.5888888835906982,0.9505683779716492
106,0,53,True,Flour bag,0.625,0.28611111640930176,0.4266666769981384,0.5333333611488342,0.9290170669555664
107,1,53,True,Sugar bag,0.21708333492279053,0.6694444417953491,0.37416666746139526,0.5833333134651184,0.952947199344635
108,0,54,True,Flour bag,0.6241666674613953,0.28611111640930176,0.4483333230018616,0.5527777671813965,0.9352229833602905
109,1,54,True,Sugar bag,0.2162500023841858,0.6694444417953491,0.3708333373069763,0.5833333134651184,0.9549065828323364
110,0,55,True,Flour bag,0.6187499761581421,0.29305556416511536,0.4658333361148834,0.5666666626930237,0.9287632703781128
111,1,55,True,Sugar bag,0.21541666984558105,0.668749988079071,0.36916667222976685,0.581944465637207,0.9541763663291931
112,0,56,True,Flour bag,0.6045833230018616,0.2951388955116272,0.48249998688697815,0.5597222447395325,0.9345213174819946
113,1,56,True,Sugar bag,0.20791666209697723,0.6638888716697693,0.3541666567325592,0.5861111283302307,0.9543994069099426
114,0,57,True,Flour bag,0.6037499904632568,0.29305556416511536,0.49416667222976685,0.5666666626930237,0.9342313408851624
115,1,57,True,Sugar bag,0.21166667342185974,0.6583333611488342,0.35333332419395447,0.5888888835906982,0.9509241580963135
116,0,58,True,Flour bag,0.5912500023841858,0.2951388955116272,0.5258333086967468,0.5763888955116272,0.930171549320221
117,1,58,True,Sugar bag,0.21541666984558105,0.6555555462837219,0.35749998688697815,0.5833333134651184,0.9458621144294739
118,0,59,True,Flour bag,0.5758333206176758,0.29722222685813904,0.528333306312561,0.5888888835906982,0.9296547174453735
119,1,59,True,Sugar bag,0.2175000011920929,0.6541666388511658,0.36000001430511475,0.5722222328186035,0.937781035900116
